file_path,coarse_class
Architecture-Service-Icons_02072025/Arch_Quantum-Technologies/64/Arch_Amazon-Braket_64.svg,Quantum
Architecture-Service-Icons_02072025/Arch_Quantum-Technologies/16/Arch_Amazon-Braket_16.svg,Quantum
Architecture-Service-Icons_02072025/Arch_Quantum-Technologies/32/Arch_Amazon-Braket_32.svg,Quantum
Architecture-Service-Icons_02072025/Arch_Quantum-Technologies/48/Arch_Amazon-Braket_48.svg,Quantum
Architecture-Service-Icons_02072025/Arch_Management-Governance/64/Arch_AWS-Control-Tower_64.svg,Management & Governance
Architecture-Service-Icons_02072025/Arch_Management-Governance/64/Arch_AWS-Service-Management-Connector_64.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_Management-Governance/64/Arch_AWS-Organizations_64.svg,Management & Governance
Architecture-Service-Icons_02072025/Arch_Management-Governance/64/Arch_AWS-CloudFormation_64.svg,DevOps & Developer Tools
Architecture-Service-Icons_02072025/Arch_Management-Governance/64/Arch_AWS-CloudTrail_64.svg,Monitoring & Logging
Architecture-Service-Icons_02072025/Arch_Management-Governance/64/Arch_AWS-Config_64.svg,Monitoring & Logging
Architecture-Service-Icons_02072025/Arch_Management-Governance/64/Arch_AWS-License-Manager_64.svg,Management & Governance
Architecture-Service-Icons_02072025/Arch_Management-Governance/64/Arch_AWS-Trusted-Advisor_64.svg,Management & Governance
Architecture-Service-Icons_02072025/Arch_Management-Governance/64/Arch_Amazon-CloudWatch_64.svg,Monitoring & Logging
Architecture-Service-Icons_02072025/Arch_Management-Governance/64/Arch_AWS-AppConfig_64.svg,Monitoring & Logging
Architecture-Service-Icons_02072025/Arch_Management-Governance/64/Arch_AWS-Systems-Manager_64.svg,Management & Governance
Architecture-Service-Icons_02072025/Arch_Management-Governance/16/Arch_AWS-AppConfig_16.svg,Monitoring & Logging
Architecture-Service-Icons_02072025/Arch_Management-Governance/16/Arch_AWS-Service-Management-Connector_16.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_Management-Governance/16/Arch_AWS-Config_16.svg,Monitoring & Logging
Architecture-Service-Icons_02072025/Arch_Management-Governance/16/Arch_AWS-License-Manager_16.svg,Management & Governance
Architecture-Service-Icons_02072025/Arch_Management-Governance/16/Arch_AWS-Control-Tower_16.svg,Management & Governance
Architecture-Service-Icons_02072025/Arch_Management-Governance/16/Arch_AWS-CloudFormation_16.svg,DevOps & Developer Tools
Architecture-Service-Icons_02072025/Arch_Management-Governance/16/Arch_AWS-Trusted-Advisor_16.svg,Management & Governance
Architecture-Service-Icons_02072025/Arch_Management-Governance/16/Arch_AWS-Organizations_16.svg,Management & Governance
Architecture-Service-Icons_02072025/Arch_Management-Governance/16/Arch_Amazon-CloudWatch_16.svg,Monitoring & Logging
Architecture-Service-Icons_02072025/Arch_Management-Governance/16/Arch_AWS-CloudTrail_16.svg,Monitoring & Logging
Architecture-Service-Icons_02072025/Arch_Management-Governance/16/Arch_AWS-Systems-Manager_16.svg,Management & Governance
Architecture-Service-Icons_02072025/Arch_Management-Governance/32/Arch_Amazon-CloudWatch_32.svg,Monitoring & Logging
Architecture-Service-Icons_02072025/Arch_Management-Governance/32/Arch_AWS-Systems-Manager_32.svg,Management & Governance
Architecture-Service-Icons_02072025/Arch_Management-Governance/32/Arch_AWS-Organizations_32.svg,Management & Governance
Architecture-Service-Icons_02072025/Arch_Management-Governance/32/Arch_AWS-CloudFormation_32.svg,DevOps & Developer Tools
Architecture-Service-Icons_02072025/Arch_Management-Governance/32/Arch_AWS-AppConfig_32.svg,Monitoring & Logging
Architecture-Service-Icons_02072025/Arch_Management-Governance/32/Arch_AWS-Config_32.svg,Monitoring & Logging
Architecture-Service-Icons_02072025/Arch_Management-Governance/32/Arch_AWS-Control-Tower_32.svg,Management & Governance
Architecture-Service-Icons_02072025/Arch_Management-Governance/32/Arch_AWS-CloudTrail_32.svg,Monitoring & Logging
Architecture-Service-Icons_02072025/Arch_Management-Governance/32/Arch_AWS-Trusted-Advisor_32.svg,Management & Governance
Architecture-Service-Icons_02072025/Arch_Management-Governance/32/Arch_AWS-License-Manager_32.svg,Management & Governance
Architecture-Service-Icons_02072025/Arch_Management-Governance/32/Arch_AWS-Service-Management-Connector_32.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_Management-Governance/48/Arch_AWS-Service-Management-Connector_48.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_Management-Governance/48/Arch_AWS-AppConfig_48.svg,Monitoring & Logging
Architecture-Service-Icons_02072025/Arch_Management-Governance/48/Arch_AWS-CloudTrail_48.svg,Monitoring & Logging
Architecture-Service-Icons_02072025/Arch_Management-Governance/48/Arch_AWS-Systems-Manager_48.svg,Management & Governance
Architecture-Service-Icons_02072025/Arch_Management-Governance/48/Arch_AWS-License-Manager_48.svg,Management & Governance
Architecture-Service-Icons_02072025/Arch_Management-Governance/48/Arch_AWS-CloudFormation_48.svg,DevOps & Developer Tools
Architecture-Service-Icons_02072025/Arch_Management-Governance/48/Arch_AWS-Organizations_48.svg,Management & Governance
Architecture-Service-Icons_02072025/Arch_Management-Governance/48/Arch_AWS-Trusted-Advisor_48.svg,Management & Governance
Architecture-Service-Icons_02072025/Arch_Management-Governance/48/Arch_Amazon-CloudWatch_48.svg,Monitoring & Logging
Architecture-Service-Icons_02072025/Arch_Management-Governance/48/Arch_AWS-Control-Tower_48.svg,Management & Governance
Architecture-Service-Icons_02072025/Arch_Management-Governance/48/Arch_AWS-Config_48.svg,Monitoring & Logging
Architecture-Service-Icons_02072025/Arch_Robotics/64/Arch_AWS-RoboMaker_64.svg,Robotics / AR-VR
Architecture-Service-Icons_02072025/Arch_Robotics/16/Arch_AWS-RoboMaker_16.svg,Robotics / AR-VR
Architecture-Service-Icons_02072025/Arch_Robotics/32/Arch_AWS-RoboMaker_32.svg,Robotics / AR-VR
Architecture-Service-Icons_02072025/Arch_Robotics/48/Arch_AWS-RoboMaker_48.svg,Robotics / AR-VR
Architecture-Service-Icons_02072025/Arch_Business-Applications/64/Arch_Amazon-WorkDocs-SDK_64.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_Business-Applications/64/Arch_Amazon-Chime-SDK_64.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_Business-Applications/64/Arch_Amazon-WorkMail_64.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_Business-Applications/64/Arch_Amazon-Chime_64.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_Business-Applications/64/Arch_Amazon-Connect_64.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_Business-Applications/64/Arch_Amazon-WorkDocs_64.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_Business-Applications/16/Arch_Amazon-Chime_16.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_Business-Applications/16/Arch_Amazon-Connect_16.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_Business-Applications/16/Arch_Amazon-WorkDocs-SDK_16.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_Business-Applications/16/Arch_Amazon-Chime-SDK_16.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_Business-Applications/16/Arch_Amazon-WorkDocs_16.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_Business-Applications/16/Arch_Amazon-WorkMail_16.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_Business-Applications/32/Arch_Amazon-WorkMail_32.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_Business-Applications/32/Arch_Amazon-Connect_32.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_Business-Applications/32/Arch_Amazon-WorkDocs_32.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_Business-Applications/32/Arch_Amazon-WorkDocs-SDK_32.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_Business-Applications/32/Arch_Amazon-Chime_32.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_Business-Applications/32/Arch_Amazon-Chime-SDK_32.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_Business-Applications/48/Arch_Amazon-Chime-SDK_48.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_Business-Applications/48/Arch_Amazon-Connect_48.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_Business-Applications/48/Arch_Amazon-WorkMail_48.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_Business-Applications/48/Arch_Amazon-WorkDocs-SDK_48.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_Business-Applications/48/Arch_Amazon-Chime_48.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_Business-Applications/48/Arch_Amazon-WorkDocs_48.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_App-Integration/64/Arch_AWS-Step-Functions_64.svg,Serverless & Event-driven
Architecture-Service-Icons_02072025/Arch_App-Integration/64/Arch_Amazon-MQ_64.svg,Application Integration
Architecture-Service-Icons_02072025/Arch_App-Integration/64/Arch_AWS-AppSync_64.svg,Application Integration
Architecture-Service-Icons_02072025/Arch_App-Integration/64/Arch_Amazon-EventBridge_64.svg,Serverless & Event-driven
Architecture-Service-Icons_02072025/Arch_App-Integration/16/Arch_Amazon-MQ_16.svg,Application Integration
Architecture-Service-Icons_02072025/Arch_App-Integration/16/Arch_Amazon-EventBridge_16.svg,Serverless & Event-driven
Architecture-Service-Icons_02072025/Arch_App-Integration/16/Arch_AWS-AppSync_16.svg,Application Integration
Architecture-Service-Icons_02072025/Arch_App-Integration/16/Arch_AWS-Step-Functions_16.svg,Serverless & Event-driven
Architecture-Service-Icons_02072025/Arch_App-Integration/32/Arch_AWS-AppSync_32.svg,Application Integration
Architecture-Service-Icons_02072025/Arch_App-Integration/32/Arch_Amazon-MQ_32.svg,Application Integration
Architecture-Service-Icons_02072025/Arch_App-Integration/32/Arch_Amazon-EventBridge_32.svg,Serverless & Event-driven
Architecture-Service-Icons_02072025/Arch_App-Integration/32/Arch_AWS-Step-Functions_32.svg,Serverless & Event-driven
Architecture-Service-Icons_02072025/Arch_App-Integration/48/Arch_AWS-AppSync_48.svg,Application Integration
Architecture-Service-Icons_02072025/Arch_App-Integration/48/Arch_AWS-Step-Functions_48.svg,Serverless & Event-driven
Architecture-Service-Icons_02072025/Arch_App-Integration/48/Arch_Amazon-EventBridge_48.svg,Serverless & Event-driven
Architecture-Service-Icons_02072025/Arch_App-Integration/48/Arch_Amazon-MQ_48.svg,Application Integration
Architecture-Service-Icons_02072025/Arch_Developer-Tools/64/Arch_AWS-X-Ray_64.svg,Monitoring & Logging
Architecture-Service-Icons_02072025/Arch_Developer-Tools/64/Arch_AWS-CodeDeploy_64.svg,DevOps & Developer Tools
Architecture-Service-Icons_02072025/Arch_Developer-Tools/64/Arch_AWS-CodeCommit_64.svg,DevOps & Developer Tools
Architecture-Service-Icons_02072025/Arch_Developer-Tools/64/Arch_AWS-CodeBuild_64.svg,DevOps & Developer Tools
Architecture-Service-Icons_02072025/Arch_Developer-Tools/64/Arch_AWS-CodePipeline_64.svg,DevOps & Developer Tools
Architecture-Service-Icons_02072025/Arch_Developer-Tools/64/Arch_AWS-CodeArtifact_64.svg,DevOps & Developer Tools
Architecture-Service-Icons_02072025/Arch_Developer-Tools/16/Arch_AWS-X-Ray_16.svg,Monitoring & Logging
Architecture-Service-Icons_02072025/Arch_Developer-Tools/16/Arch_AWS-CodePipeline_16.svg,DevOps & Developer Tools
Architecture-Service-Icons_02072025/Arch_Developer-Tools/16/Arch_AWS-CodeArtifact_16.svg,DevOps & Developer Tools
Architecture-Service-Icons_02072025/Arch_Developer-Tools/16/Arch_AWS-CodeBuild_16.svg,DevOps & Developer Tools
Architecture-Service-Icons_02072025/Arch_Developer-Tools/16/Arch_AWS-CodeDeploy_16.svg,DevOps & Developer Tools
Architecture-Service-Icons_02072025/Arch_Developer-Tools/16/Arch_AWS-CodeCommit_16.svg,DevOps & Developer Tools
Architecture-Service-Icons_02072025/Arch_Developer-Tools/32/Arch_AWS-CodeCommit_32.svg,DevOps & Developer Tools
Architecture-Service-Icons_02072025/Arch_Developer-Tools/32/Arch_AWS-CodeArtifact_32.svg,DevOps & Developer Tools
Architecture-Service-Icons_02072025/Arch_Developer-Tools/32/Arch_AWS-CodePipeline_32.svg,DevOps & Developer Tools
Architecture-Service-Icons_02072025/Arch_Developer-Tools/32/Arch_AWS-CodeBuild_32.svg,DevOps & Developer Tools
Architecture-Service-Icons_02072025/Arch_Developer-Tools/32/Arch_AWS-CodeDeploy_32.svg,DevOps & Developer Tools
Architecture-Service-Icons_02072025/Arch_Developer-Tools/32/Arch_AWS-X-Ray_32.svg,Monitoring & Logging
Architecture-Service-Icons_02072025/Arch_Developer-Tools/48/Arch_AWS-CodeArtifact_48.svg,DevOps & Developer Tools
Architecture-Service-Icons_02072025/Arch_Developer-Tools/48/Arch_AWS-X-Ray_48.svg,Monitoring & Logging
Architecture-Service-Icons_02072025/Arch_Developer-Tools/48/Arch_AWS-CodePipeline_48.svg,DevOps & Developer Tools
Architecture-Service-Icons_02072025/Arch_Developer-Tools/48/Arch_AWS-CodeDeploy_48.svg,DevOps & Developer Tools
Architecture-Service-Icons_02072025/Arch_Developer-Tools/48/Arch_AWS-CodeBuild_48.svg,DevOps & Developer Tools
Architecture-Service-Icons_02072025/Arch_Developer-Tools/48/Arch_AWS-CodeCommit_48.svg,DevOps & Developer Tools
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/64/Arch_Amazon-API-Gateway_64.svg,Application Integration
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/64/Arch_AWS-Transit-Gateway_64.svg,Networking
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/64/Arch_Amazon-VPC-Lattice_64.svg,Networking
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/64/Arch_AWS-Direct-Connect_64.svg,Networking
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/64/Arch_Elastic-Load-Balancing_64.svg,Networking
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/64/Arch_AWS-Cloud-Map_64.svg,Networking
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/64/Arch_AWS-Global-Accelerator_64.svg,Networking
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/64/Arch_Amazon-Route-53_64.svg,Networking
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/64/Arch_AWS-App-Mesh_64.svg,Application Integration
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/16/Arch_AWS-Transit-Gateway_16.svg,Networking
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/16/Arch_Amazon-Route-53_16.svg,Networking
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/16/Arch_Elastic-Load-Balancing_16.svg,Networking
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/16/Arch_AWS-App-Mesh_16.svg,Application Integration
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/16/Arch_Amazon-API-Gateway_16.svg,Application Integration
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/16/Arch_AWS-Direct-Connect_16.svg,Networking
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/16/Arch_AWS-Global-Accelerator_16.svg,Networking
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/16/Arch_Amazon-VPC-Lattice_16.svg,Networking
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/16/Arch_AWS-Cloud-Map_16.svg,Networking
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/32/Arch_Amazon-Route-53_32.svg,Networking
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/32/Arch_AWS-Global-Accelerator_32.svg,Networking
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/32/Arch_AWS-Transit-Gateway_32.svg,Networking
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/32/Arch_AWS-App-Mesh_32.svg,Application Integration
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/32/Arch_Amazon-VPC-Lattice_32.svg,Networking
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/32/Arch_AWS-Direct-Connect_32.svg,Networking
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/32/Arch_Elastic-Load-Balancing_32.svg,Networking
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/32/Arch_AWS-Cloud-Map_32.svg,Networking
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/32/Arch_Amazon-API-Gateway_32.svg,Application Integration
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/48/Arch_AWS-Transit-Gateway_48.svg,Networking
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/48/Arch_AWS-App-Mesh_48.svg,Application Integration
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/48/Arch_AWS-Cloud-Map_48.svg,Networking
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/48/Arch_Amazon-VPC-Lattice_48.svg,Networking
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/48/Arch_Amazon-API-Gateway_48.svg,Application Integration
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/48/Arch_AWS-Global-Accelerator_48.svg,Networking
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/48/Arch_AWS-Direct-Connect_48.svg,Networking
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/48/Arch_Amazon-Route-53_48.svg,Networking
Architecture-Service-Icons_02072025/Arch_Networking-Content-Delivery/48/Arch_Elastic-Load-Balancing_48.svg,Networking
Architecture-Service-Icons_02072025/Arch_Containers/64/Arch_Amazon-ECS-Anywhere_64.svg,Containers & Orchestration
Architecture-Service-Icons_02072025/Arch_Containers/64/Arch_Amazon-EKS-Cloud_64.svg,Containers & Orchestration
Architecture-Service-Icons_02072025/Arch_Containers/64/Arch_Amazon-EKS-Anywhere_64.svg,Containers & Orchestration
Architecture-Service-Icons_02072025/Arch_Containers/64/Arch_AWS-Fargate_64.svg,Containers & Orchestration
Architecture-Service-Icons_02072025/Arch_Containers/64/Arch_Amazon-EKS-Distro_64.svg,Containers & Orchestration
Architecture-Service-Icons_02072025/Arch_Containers/16/Arch_Amazon-EKS-Cloud_16.svg,Containers & Orchestration
Architecture-Service-Icons_02072025/Arch_Containers/16/Arch_Amazon-EKS-Anywhere_16.svg,Containers & Orchestration
Architecture-Service-Icons_02072025/Arch_Containers/16/Arch_Amazon-ECS-Anywhere_16.svg,Containers & Orchestration
Architecture-Service-Icons_02072025/Arch_Containers/16/Arch_Amazon-EKS-Distro_16.svg,Containers & Orchestration
Architecture-Service-Icons_02072025/Arch_Containers/16/Arch_AWS-Fargate_16.svg,Containers & Orchestration
Architecture-Service-Icons_02072025/Arch_Containers/32/Arch_AWS-Fargate_32.svg,Containers & Orchestration
Architecture-Service-Icons_02072025/Arch_Containers/32/Arch_Amazon-ECS-Anywhere_32.svg,Containers & Orchestration
Architecture-Service-Icons_02072025/Arch_Containers/32/Arch_Amazon-EKS-Cloud_32.svg,Containers & Orchestration
Architecture-Service-Icons_02072025/Arch_Containers/32/Arch_Amazon-EKS-Distro_32.svg,Containers & Orchestration
Architecture-Service-Icons_02072025/Arch_Containers/32/Arch_Amazon-EKS-Anywhere_32.svg,Containers & Orchestration
Architecture-Service-Icons_02072025/Arch_Containers/48/Arch_Amazon-EKS-Cloud_48.svg,Containers & Orchestration
Architecture-Service-Icons_02072025/Arch_Containers/48/Arch_AWS-Fargate_48.svg,Containers & Orchestration
Architecture-Service-Icons_02072025/Arch_Containers/48/Arch_Amazon-EKS-Anywhere_48.svg,Containers & Orchestration
Architecture-Service-Icons_02072025/Arch_Containers/48/Arch_Amazon-ECS-Anywhere_48.svg,Containers & Orchestration
Architecture-Service-Icons_02072025/Arch_Containers/48/Arch_Amazon-EKS-Distro_48.svg,Containers & Orchestration
